work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,Mid-Level,Full-Time,Data Analyst,18314,IN,Hybrid,IN,Large
2023,Senior,Full-Time,Data Engineer,231250,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,138750,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,199000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,162000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,Data Engineer,160000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,Data Engineer,135000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Scientist,100000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,AI Engineer,200000,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,150000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,AI Engineer,160000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,AI Engineer,120000,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,250000,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,200000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,AI Engineer,150000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,AI Engineer,120000,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,150000,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,100000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Analyst,133000,NL,Onsite,NL,Large
2023,Senior,Full-Time,Data Scientist,272550,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,198200,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,182000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,140000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,200000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,204500,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,142200,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Scientist,120000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Scientist,105000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,187500,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,175000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,204500,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,142200,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Analyst,155000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Analyst,64000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,AI Engineer,235000,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,185000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Architect,174500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Architect,113000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,143100,CA,Onsite,CA,Medium
2023,Senior,Full-Time,Data Scientist,113000,CA,Onsite,CA,Medium
2023,Senior,Full-Time,AI Engineer,184000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,AI Engineer,142000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Scientist,140000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,120000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Architect,174500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Architect,113000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,180560,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,115440,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,140000,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,120000,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,248100,US,Onsite,US,Medium
2023,Senior,Full-Time,AI Engineer,145900,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Scientist,120000,CA,Onsite,CA,Medium
2023,Senior,Full-Time,Data Scientist,110000,CA,Onsite,CA,Medium
2023,Senior,Full-Time,Data Engineer,291500,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,180000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,75344,GB,Fully Remote,GB,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,63192,GB,Fully Remote,GB,Medium
2023,Senior,Full-Time,Data Engineer,161800,US,Onsite,US,Medium
2023,Senior,Full-Time,Data Engineer,141600,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,58331,GB,Fully Remote,GB,Medium
2023,Mid-Level,Full-Time,Machine Learning Engineer,46178,GB,Fully Remote,GB,Medium
2023,Senior,Full-Time,Data Engineer,166000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,128000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Architect,170000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Architect,110000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,75000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,236000,US,Fully Remote,US,Medium
2023,Senior,Full-Time,Data Engineer,182000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,14307,IN,Fully Remote,IN,Large
2022,Entry-Level,Full-Time,Data Scientist,130000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,150000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Analyst,100000,US,Onsite,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,261500,US,Onsite,US,Large
2023,Senior,Full-Time,Machine Learning Engineer,134500,US,Onsite,US,Large
2022,Mid-Level,Full-Time,Data Scientist,13989,IN,Fully Remote,IN,Large
2023,Mid-Level,Full-Time,Data Scientist,130000,US,Onsite,US,Medium
2023,Mid-Level,Full-Time,Data Scientist,90000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,Data Engineer,160000,US,Onsite,US,Medium
2023,Entry-Level,Full-Time,Data Engineer,135000,US,Onsite,US,Medium
2022,Senior,Full-Time,Other,125000,US,Fully Remote,US,Large
2022,Senior,Full-Time,Data Engineer,175000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,155000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,153600,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,106800,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,150000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,140000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,122000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,94500,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,170000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,130000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,145000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,128000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,145000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,100000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,175000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,120000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,145000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,115000,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,150000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,150000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,127500,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,126500,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,51000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,260000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,175000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Scientist,40000,AU,Fully Remote,PK,Medium
2022,Entry-Level,Full-Time,AI Engineer,40000,PK,Fully Remote,AU,Medium
2022,Senior,Full-Time,Data Engineer,250000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,63000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,210000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,160000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,272550,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,198200,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,94560,FR,Fully Remote,FR,Medium
2022,Mid-Level,Full-Time,Data Scientist,52533,FR,Fully Remote,FR,Medium
2022,Senior,Full-Time,Data Scientist,220000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,146000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,248400,CA,Fully Remote,CA,Medium
2022,Senior,Full-Time,Machine Learning Engineer,183600,CA,Fully Remote,CA,Medium
2022,Mid-Level,Full-Time,Data Engineer,150000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,150000,US,Fully Remote,US,Medium
2022,Entry-Level,Full-Time,Machine Learning Engineer,40000,PK,Fully Remote,AU,Medium
2022,Senior,Full-Time,Data Scientist,56723,IN,Onsite,IN,Large
2022,Mid-Level,Full-Time,Data Engineer,120000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,95000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Engineer,160000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Engineer,135000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Scientist,24165,IT,Hybrid,IT,Medium
2022,Senior,Full-Time,Data Engineer,216000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,144000,US,Fully Remote,US,Medium
2022,Entry-Level,Full-Time,Data Engineer,85000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Engineer,65000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Analyst,149000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,119000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,140000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,120000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,150000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,110000,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,246000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,201000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,190000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,155000,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,235000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,185000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,190000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,160000,US,Fully Remote,US,Medium
2022,Entry-Level,Full-Time,Data Analyst,100000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,130000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,115000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,92350,GB,Onsite,GB,Medium
2022,Mid-Level,Full-Time,Data Scientist,67723,GB,Onsite,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,105000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,70000,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,204500,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,142200,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,192000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,164000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,185900,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,129300,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,130000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,75000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,175000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,120000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,167500,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,106500,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,75000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,60000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,AI Engineer,184000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,AI Engineer,142000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,145000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,100000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Machine Learning Engineer,10000,MA,Hybrid,MA,Small
2022,Mid-Level,Full-Time,Data Scientist,31795,IN,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,AI Engineer,44365,PL,Fully Remote,PL,Small
2022,Senior,Full-Time,Data Engineer,175000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,120000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,175000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,120000,US,Onsite,US,Medium
2022,Executive,Full-Time,Data Engineer,200000,US,Onsite,US,Medium
2022,Executive,Full-Time,Data Engineer,145000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,92350,GB,Fully Remote,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,73880,GB,Fully Remote,GB,Medium
2022,Senior,Full-Time,Data Engineer,145000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,100000,US,Onsite,US,Medium
2022,Senior,Full-Time,AI Engineer,192000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,AI Engineer,164000,US,Fully Remote,US,Medium
2022,Executive,Full-Time,Data Engineer,310000,US,Fully Remote,US,Medium
2022,Executive,Full-Time,Data Engineer,239000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,120000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Analyst,95000,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,145000,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,135000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,100000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,78000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,73546,ES,Onsite,ES,Medium
2022,Senior,Full-Time,Data Engineer,36773,ES,Onsite,ES,Medium
2022,Mid-Level,Full-Time,Data Engineer,160000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,120000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,190000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,150000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,35610,IN,Hybrid,IN,Large
2022,Senior,Full-Time,AI Engineer,125000,CO,Fully Remote,CO,Large
2022,Senior,Full-Time,Data Engineer,120000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,95000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,47280,ES,Onsite,ES,Medium
2022,Senior,Full-Time,Data Scientist,37824,ES,Onsite,ES,Medium
2022,Senior,Full-Time,Data Analyst,115934,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,81666,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,175000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,140000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,120000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,95000,US,Onsite,US,Medium
2022,Senior,Full-Time,AI Engineer,249500,US,Onsite,US,Medium
2022,Senior,Full-Time,AI Engineer,149850,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,122500,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,100000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,249500,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,149850,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Analyst,55000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Analyst,48000,US,Onsite,US,Medium
2022,Senior,Full-Time,AI Engineer,249500,US,Onsite,US,Medium
2022,Senior,Full-Time,AI Engineer,149850,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,AI Engineer,58837,FR,Fully Remote,FR,Small
2022,Senior,Full-Time,Data Engineer,190000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,120000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,127000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,104000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,210000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,150000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,210000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,150000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,210000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,130000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,182750,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,161500,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,102640,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,66100,US,Fully Remote,US,Medium
2022,Senior,Full-Time,AI Engineer,210000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,AI Engineer,150000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,198800,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,122600,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,130000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,80000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,136000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,104000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,150000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,100000,US,Fully Remote,US,Medium
2022,Entry-Level,Full-Time,Data Engineer,160000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Engineer,135000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,216000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,144000,US,Fully Remote,US,Medium
2022,Executive,Full-Time,Data Scientist,159000,US,Fully Remote,US,Medium
2022,Executive,Full-Time,Data Scientist,130000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,115934,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,81666,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,215000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,150000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,246000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,201000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,187000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,153000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,255000,MX,Fully Remote,MX,Medium
2022,Senior,Full-Time,Machine Learning Engineer,185000,MX,Fully Remote,MX,Medium
2022,Mid-Level,Full-Time,Data Analyst,430967,GB,Onsite,GB,Medium
2022,Mid-Level,Full-Time,Data Analyst,55410,GB,Onsite,GB,Medium
2022,Senior,Full-Time,Data Analyst,50432,ES,Onsite,ES,Medium
2022,Senior,Full-Time,Data Analyst,39925,ES,Onsite,ES,Medium
2022,Senior,Full-Time,Data Analyst,169000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Analyst,110600,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Analyst,60938,DE,Onsite,DE,Large
2022,Senior,Full-Time,Data Analyst,140000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,120000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,75000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,60000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,AI Engineer,10000,CA,Hybrid,AL,Small
2022,Entry-Level,Full-Time,Data Analyst,50000,US,Hybrid,US,Large
2022,Mid-Level,Full-Time,Machine Learning Engineer,134000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,124000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,166700,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Analyst,119000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Scientist,124234,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Scientist,74540,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,65000,US,Fully Remote,US,Medium
2021,Mid-Level,Full-Time,Data Analyst,16904,IN,Hybrid,IN,Large
2022,Entry-Level,Full-Time,AI Engineer,200000,CA,Hybrid,CA,Large
2022,Entry-Level,Full-Time,Machine Learning Engineer,12000,AR,Fully Remote,AR,Large
2022,Senior,Full-Time,Data Engineer,220000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,146000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,68293,ES,Onsite,ES,Medium
2022,Senior,Full-Time,Data Engineer,36773,ES,Onsite,ES,Medium
2022,Senior,Full-Time,Other,110000,US,Onsite,US,Medium
2022,Senior,Full-Time,Other,70000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Analyst,50000,US,Hybrid,US,Large
2022,Senior,Full-Time,Data Engineer,120000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,95000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,47280,ES,Onsite,ES,Medium
2022,Senior,Full-Time,Data Scientist,37824,ES,Onsite,ES,Medium
2022,Senior,Full-Time,Data Architect,190000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Architect,135000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,128000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,81500,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,173000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,110000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,192000,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,120000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Analyst,115934,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,81666,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,120000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Analyst,95000,US,Onsite,US,Medium
2022,Senior,Full-Time,Machine Learning Engineer,190000,US,Fully Remote,US,Large
2022,Senior,Full-Time,Data Engineer,194000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,129400,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,201000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,89200,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Scientist,165000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Scientist,125000,US,Onsite,US,Medium
2022,Senior,Full-Time,AI Engineer,230000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,AI Engineer,196000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,130000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,90000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,150000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,100000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,230000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,150000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,153600,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,106800,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,130000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,100000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,216000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,144000,US,Fully Remote,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,180000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,120000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Engineer,160000,US,Onsite,US,Medium
2022,Entry-Level,Full-Time,Data Engineer,135000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Analyst,192500,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,140000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,152500,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,130000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Analyst,65000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Analyst,55000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,178750,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,160000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,63040,FR,Fully Remote,FR,Medium
2022,Mid-Level,Full-Time,Data Scientist,52533,FR,Fully Remote,FR,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,165000,US,Onsite,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,135000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,170000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,125000,US,Fully Remote,US,Medium
2022,Senior,Full-Time,Data Engineer,105000,US,Onsite,US,Medium
2022,Senior,Full-Time,Data Engineer,70000,US,Onsite,US,Medium
